id,country_iso,country_name,timezone,country_region_iso,event_circuit_information_url,event_circuit_information_menu_position,event_podiums_url,event_podiums_menu_position,event_pole_positions_url,event_pole_positions_menu_position,event_nations_statistics_url,event_nations_statistics_menu_position,event_riders_all_time_url,event_riders_all_time_menu_position,circuit_id,circuit_name,circuit_legacy_id,circuit_place,circuit_nation,test,sponsored_name,date_end,toad_api_uuid,date_start,name,season_id,year,season_current,short_name
edcfdba3-7a1f-44f3-8fe8-1f8a6609770c,FR,France,Europe/Paris,,https://resources.motogp.com/files/results/2026/FRA/CircuitInformation.pdf,1,,2,https://resources.motogp.com/files/results/2026/FRA/PolePositions.pdf,2,,2,,2,ebb41e75-8664-4dfd-b0eb-07f24bd5fb92,Le Mans,8,Le Mans,FRA,0,MICHELIN® GRAND PRIX OF FRANCE ,2026-05-10,4237f175-c6a4-4d1e-b658-82962baf3fa3,2026-05-08,GRAND PRIX DE FRANCE,e88b4e43-2209-47aa-8e83-0e0b1cedde6e,2026,1,FRA
